"Symbol","logFC","t","P.Value","adj.P.Val","B","gene_type","EntrezID","AveExpr","Length","ensemblID"
"Xkr4",-0.264753126153004,-5.29946111382649,3.1624900251547e-05,0.00391013329017898,1.86632277893727,"protein_coding",497097,8.39690505843066,6094,"ENSMUSG00000051951"
"Gm37180",-0.665206599122308,-1.13149715584421,0.270858406633304,0.793549805905396,-4.75204831475057,"TEC",NA,-0.684660721165685,2819,"ENSMUSG00000103377"
"Gm37363",-0.408993624097669,-0.653054032344702,0.520950660757502,0.886961696001497,-5.05965729924293,"TEC",NA,-0.253903719082107,2233,"ENSMUSG00000104017"
"Gm37329",-0.0953402965082208,-0.146206344179218,0.885181096653738,0.982222825310254,-5.19638650299184,"TEC",NA,-0.84086648099203,2057,"ENSMUSG00000103201"
"Gm7341",0.163152982408681,0.317092060330769,0.75436797955241,0.953600505012044,-5.18080534237808,"processed_pseudogene",NA,-1.84083712570273,926,"ENSMUSG00000103147"
"Gm38148",-0.303752392906036,-0.491198326444897,0.628483349938679,0.916090009117505,-5.12381185709044,"TEC",NA,-0.310682638844232,3012,"ENSMUSG00000103161"
"Gm19938",-0.563648557817046,-1.03855282013552,0.311061053920942,0.81516604132127,-4.84289842919159,"sense_intronic",NA,-0.0422280303373655,3259,"ENSMUSG00000102331"
"Gm10568",-0.244516539330472,-0.470134688105882,0.643202393689678,0.921277545874487,-5.1455930294614,"TEC",NA,-0.301430029478503,1634,"ENSMUSG00000102348"
"Sox17",-0.0804394330706852,-0.180020679995707,0.858897044264323,0.978067162438986,-5.27632556963744,"protein_coding",20671,0.362242897330615,4772,"ENSMUSG00000025902"
"Gm6085",0.470270120551112,1.36050362385242,0.188385787399386,0.724749272578754,-4.69232846086097,"processed_pseudogene",NA,1.20701549310094,1470,"ENSMUSG00000098104"
"Gm6123",-0.689546767497378,-1.15700322096188,0.260523966289166,0.787743866671695,-4.73124192752929,"processed_pseudogene",NA,-1.04737042239242,1069,"ENSMUSG00000103922"
"Mrpl15",0.138915891018648,1.1334889817806,0.270040649943202,0.793549805905396,-5.88016969120407,"protein_coding",27395,4.9001145690773,8487,"ENSMUSG00000033845"
"Gm37144",-0.327317634986216,-0.5572737604877,0.583351023489685,0.905123261418965,-5.09863399658813,"TEC",NA,-1.64734311779545,1150,"ENSMUSG00000102275"
"Lypla1",-0.292729904252309,-2.76177091356122,0.0118268835107617,0.230417870655605,-3.25738781390371,"protein_coding",18777,5.1165107470496,7145,"ENSMUSG00000025903"
"Tcea1",0.226690477638847,2.33187943669644,0.0299589442667505,0.373376560105672,-4.33129531816041,"protein_coding",21399,6.1184818985628,3017,"ENSMUSG00000033813"
"Gm6104",0.935040002267142,1.44871831449817,0.162481847066678,0.69742777535584,-4.50729063264041,"processed_pseudogene",NA,0.3245273975012,603,"ENSMUSG00000062588"
"Gm37277",0.287803745166759,0.833668652367838,0.414039030794684,0.855012319629012,-5.09812392789127,"TEC",NA,0.904004912788822,1111,"ENSMUSG00000103280"
"Rgs20",0.120174722450069,0.582284391149336,0.566700069397305,0.898478815767082,-5.91656944689143,"protein_coding",58175,3.43785593509252,4239,"ENSMUSG00000002459"
"Gm17100",-0.580960673889016,-1.16657056587337,0.256723984868229,0.785786054233338,-4.73344692821837,"processed_pseudogene",NA,-2.16641134200344,272,"ENSMUSG00000091305"
"Gm37079",0.321806437307714,0.612704516266477,0.546782964857408,0.891061508840389,-5.07603343745198,"TEC",NA,-1.64734311779545,2135,"ENSMUSG00000102653"
"Gm16041",0.0769820096682041,0.176948284888004,0.86127879049209,0.978067162438986,-5.20235062016326,"antisense",NA,-0.232942155165776,3725,"ENSMUSG00000085623"
"Atp6v1h",0.0077671616479124,0.114998172198398,0.909561152587402,0.983525875289808,-7.22854225159234,"protein_coding",108664,7.8852338803357,9746,"ENSMUSG00000033793"
"Oprk1",-0.604771694966094,-2.13327518550636,0.0451120559453833,0.4412692194436,-3.85356133642113,"protein_coding",18387,2.46760265966207,9151,"ENSMUSG00000025905"
"Npbwr1",-0.212715069758185,-0.580029919466079,0.568190912804011,0.898902840502821,-5.44496283475083,"protein_coding",226304,1.72328036291677,3692,"ENSMUSG00000033774"
"Rb1cc1",-0.0514769009850775,-0.746839705914174,0.463607518657464,0.870764361983023,-7.00235049310293,"protein_coding",12421,8.10992689138941,14690,"ENSMUSG00000025907"
"4732440D04Rik",0.299606751806772,0.592577422799121,0.559919170173645,0.896273026528503,-5.28896056069998,"antisense",NA,1.16114334794121,5428,"ENSMUSG00000090031"
"Gm19026",0.0748816687732113,0.203738544756137,0.840558864328679,0.975584701341616,-5.47568684479393,"processed_pseudogene",NA,1.37620762788714,4530,"ENSMUSG00000103845"
"St18",-0.493402584851773,-1.60850917111268,0.122956919029653,0.639258551682999,-4.54813242151995,"protein_coding",240690,2.01885228609262,6464,"ENSMUSG00000033740"
"Gm37108",-0.1014357152241,-0.180022320271342,0.85889577307524,0.978067162438986,-5.20091086195954,"processed_pseudogene",NA,-1.63809050842972,626,"ENSMUSG00000102135"
"Pcmtd1",0.19315540699036,3.1652725993371,0.00474611794154975,0.136254743668855,-2.83827163278491,"protein_coding",319263,7.2331270613939,6654,"ENSMUSG00000051285"
