"Symbol","logFC","t","P.Value","adj.P.Val","B","gene_type","EntrezID","AveExpr","Length","ensemblID"
"Xkr4",-0.299898827883837,-2.30489468493719,0.0391060941983966,0.472660238146412,-4.3672504532168,"protein_coding",497097,6.93936431785063,6094,"ENSMUSG00000051951"
"Gm37180",-0.206722084194413,-0.849434879970049,0.411664018810965,0.817867303679235,-5.52513578266582,"TEC",NA,1.93942227889967,2819,"ENSMUSG00000103377"
"Gm37363",-0.69127647397308,-2.56581512339793,0.0241306505584961,0.440744607383398,-3.22697418996598,"TEC",NA,1.16613332304155,2233,"ENSMUSG00000104017"
"Gm37686",-0.283272940019641,-0.653872740085091,0.525078805320418,0.86656557604252,-5.32504108898307,"TEC",NA,0.412202323434036,2309,"ENSMUSG00000103025"
"Gm37329",-0.232274947786159,-0.839692592606455,0.416902315334274,0.82098908071404,-5.25455336222948,"TEC",NA,0.7225615989126,2057,"ENSMUSG00000103201"
"Gm38148",-0.320321195769187,-1.09181771164358,0.295576194554373,0.750587958037573,-5.12810776261813,"TEC",NA,1.09329024848199,3012,"ENSMUSG00000103161"
"Gm19938",-0.397894478592221,-1.55642990562589,0.144632115792566,0.627147941480931,-4.7691917259051,"sense_intronic",NA,1.92047413003198,3259,"ENSMUSG00000102331"
"Sox17",0.27423314428027,1.41708201286684,0.18097647846981,0.665132202221844,-4.93012434117532,"protein_coding",20671,1.88493541009003,4772,"ENSMUSG00000025902"
"Gm6085",-1.04581874846164,-1.56922556152108,0.141632137015832,0.623773092592338,-4.35169887504794,"processed_pseudogene",NA,-1.9497848627172,1470,"ENSMUSG00000098104"
"Gm6123",-0.166147266055348,-0.24731094876195,0.808695991176815,0.95879865549897,-4.91016053038734,"processed_pseudogene",NA,-2.94085471009261,1069,"ENSMUSG00000103922"
"Mrpl15",0.09053325296918,0.858669234617813,0.406739520449831,0.815187815636431,-6.1000456902486,"protein_coding",27395,4.5733251119365,8487,"ENSMUSG00000033845"
"Gm37144",-0.42407838676595,-0.987109826092615,0.342371074956087,0.778508796894718,-4.88578878927826,"TEC",NA,-0.804265573552478,1150,"ENSMUSG00000102275"
"Lypla1",-0.157634014898512,-1.46089885054897,0.168798806754904,0.651351045894856,-5.44995191437932,"protein_coding",18777,4.5442251399306,7145,"ENSMUSG00000025903"
"Tcea1",-0.194238778622952,-1.90314214970558,0.0803792182812293,0.549626077684483,-4.97332380045819,"protein_coding",21399,6.12589828465497,3017,"ENSMUSG00000033813"
"Gm6104",0.0279465120648321,0.0515621016055452,0.959695088565492,0.993123903477404,-5.16559313713242,"processed_pseudogene",NA,-1.28360238514554,603,"ENSMUSG00000062588"
"Gm37277",0.0140241591081541,0.0422286798257786,0.966985609459843,0.99445132066791,-5.65003548515927,"TEC",NA,0.957071074325632,1111,"ENSMUSG00000103280"
"Rgs20",0.176113577665404,1.22799301391309,0.242143210152716,0.714195856972231,-5.57878258856483,"protein_coding",58175,3.77430350612864,4239,"ENSMUSG00000002459"
"Gm37079",-0.573317867154859,-1.03330072398369,0.321103907349488,0.765332983573074,-4.74079423974355,"TEC",NA,-1.78622188385192,2135,"ENSMUSG00000102653"
"Atp6v1h",-0.0543472535625227,-0.52159142359548,0.611101564704819,0.898357261400065,-6.60779900016468,"protein_coding",108664,7.45054816264046,9746,"ENSMUSG00000033793"
"Oprk1",-0.506874656156855,-2.14790349476742,0.0520300207081305,0.503222269758223,-4.09211953714984,"protein_coding",18387,2.60763551695293,9151,"ENSMUSG00000025905"
"Npbwr1",-0.706724425258824,-1.4680554919005,0.16687683132486,0.649763106470597,-4.64886420695176,"protein_coding",226304,0.47009782954093,3692,"ENSMUSG00000033774"
"Rb1cc1",-0.165267564026556,-2.03699143049064,0.0634745070511033,0.526703209447794,-4.85429302166434,"protein_coding",12421,7.59974776544311,14690,"ENSMUSG00000025907"
"4732440D04Rik",0.167170905086317,0.919086724761547,0.375500825186667,0.796356741684201,-5.57263330711272,"antisense",NA,2.37529939138117,5428,"ENSMUSG00000090031"
"Gm19026",-0.116169962596456,-0.368180141625383,0.718918286463627,0.935848341923322,-5.48830249261272,"processed_pseudogene",NA,0.587558368789507,4530,"ENSMUSG00000103845"
"St18",-0.112860904640773,-0.683536640727111,0.506780958426352,0.861912606636784,-5.89340413007937,"protein_coding",240690,3.00010484546601,6464,"ENSMUSG00000033740"
"Gm37108",0.481486247981514,0.677755865659815,0.510317010604852,0.86245560461522,-4.76592187464489,"processed_pseudogene",NA,-3.44392826270288,626,"ENSMUSG00000102135"
"Pcmtd1",-0.0953448694234902,-1.02735898280291,0.32378412784802,0.767057914745876,-6.1952166860167,"protein_coding",319263,7.21135359024265,6654,"ENSMUSG00000051285"
"Gm38372",-0.184771085546276,-1.31414270339233,0.212478552825135,0.693894245368941,-5.47649324864796,"TEC",NA,3.73427367885563,4028,"ENSMUSG00000103509"
